Gene "ID_REF"	"GSM243346"	"GSM243347"	"GSM243348"	"GSM243349"	"GSM243350"	"GSM243351"
107770 "1425079_at"	16.1	12.2	8.4	7.7	6.3	2.3
192651 "1425080_at"	71.1	83.3	83.7	109	91.2	95.2
192651 "1425081_at"	36.3	49.9	47.3	55.4	54.8	57.1
71521 "1425082_s_at"	384.3	354.1	422.2	399.3	316.7	287.5
57329 "1425083_at"	26.5	22.2	51.4	28.1	32.9	38
231932 "1425084_at"	6.4	9.8	9.5	6.2	6.9	13
319615 "1425085_at"	65.4	48.4	79.5	86.2	62.5	73.7
30925 "1425086_a_at"	4.3	6.6	1.4	9.8	1.1	9.6
67693 "1425087_at"	29.3	23.6	33.5	18.8	12.3	22.1
20276 "1425088_at"	18.9	20.2	20.5	28.5	34.5	31.6
99738 "1425089_at"	11.7	2.3	1.8	4.4	6.2	7.1
99738 "1425090_s_at"	5.6	1.3	3.7	2.3	5.2	1.5
71660 "1425091_at"	11.3	4.3	10.8	11.9	6.9	15.9
320873 "1425092_at"	77	23.9	30	40.4	86	42.4
228139 "1425093_at"	6.1	1.6	2.6	2.8	1.8	1.6
16874 "1425094_a_at"	38.7	25.2	34.6	35.4	32.8	27.2
213811 "1425095_at"	77.4	72.9	81.8	100	97.5	96.1
71799 "1425096_a_at"	54.9	42.2	52.2	42.5	60.3	53.3
20402 "1425097_a_at"	110.5	75	79.9	80.9	85.3	69.3
20402 "1425098_at"	10.3	13.2	6.2	13.6	11.5	16.6
11865 "1425099_a_at"	63.1	54.6	58.1	57.2	83.6	73.6
18588 "1425100_a_at"	12.2	3	13.1	17.3	12.6	19.4
94244 "1425101_a_at"	22.6	7	4.4	5.2	5.4	4.2
70008 "1425102_a_at"	307.6	194.6	322.3	212.1	283.5	235.1
70008 "1425103_at"	237	124.7	225.5	176	270.9	133.3
106931 "1425104_at"	104.8	106.8	117	129.3	129.8	109.2
19661 "1425105_at"	26.9	16.6	13.4	17.2	15.1	20.8
22375 "1425106_a_at"	122.6	124.2	166.8	151.9	145	132.6
16880 "1425107_a_at"	17.4	14.4	13.4	15.9	21.5	18.8
207818 "1425108_a_at"	97.4	62.4	69.7	70.3	89.9	74.4
213603 "1425109_at"	8.3	2.5	7.9	6.3	11.6	9.4
66673 "1425110_at"	26.5	23.4	28.8	19.6	53.3	28.3
66673 "1425111_at"	20.9	13.2	17	14.1	31.5	6.8
245886 "1425112_at"	8.7	12.9	9.2	2.7	8.4	5
NA "1425113_x_at"	64.5	85.8	95.3	83.3	59.3	76.7
19647 "1425114_at"	331.8	261.8	276.4	240.7	262.5	252.8
19647 "1425115_at"	194.1	151.9	163.5	115.7	162	176.1
80297 "1425116_a_at"	12.7	5.8	4.6	3.9	1.5	13.9
68352 "1425117_at"	3.1	1.3	1.2	3.2	3	12.2
234857 "1425118_at"	23.3	28.5	42.6	36.5	24.8	34.4
23961 "1425119_at"	2.6	2.3	0.9	1.7	3.7	7.9
217845 "1425120_x_at"	22.9	23.5	24.6	28.7	29.3	26.4
217294 "1425121_a_at"	6.3	8	6	1.4	11.2	0.9
52793 "1425122_at"	2	2	0.5	7.1	0.7	1.1
234796 "1425123_at"	22.4	18.8	20.9	31.4	19.3	23.2
76072 "1425124_at"	6.4	1.8	1.5	0.8	7.8	2.3
18302 "1425125_at"	21.7	9.6	3.3	0.8	5.9	3.5
17967 "1425126_at"	14.9	9.3	22.6	18.3	23.2	12.4
15493 "1425127_at"	5.3	1	0.4	1.6	0.7	5.5
232984 "1425128_at"	37.7	28.1	23.7	27.8	33.5	19.5
21351 "1425129_a_at"	1109.6	1377.6	1241.4	1376.5	1308.2	1317.3
19259 "1425130_a_at"	9.6	1.7	1.3	7.5	4.7	3.2
19259 "1425131_at"	4	2.3	2.9	1.8	3.6	3.5
246317 "1425132_at"	22.6	8.4	15.1	16.9	20.7	18.5
74760 "1425133_s_at"	82.1	71	93.8	72.4	81.1	84.9
72084 "1425134_a_at"	787.6	777.8	777.8	776.7	841.6	1010
13430 "1425135_a_at"	84.5	65.8	64.2	72.1	66.5	66.8
13430 "1425136_x_at"	87.8	87.3	89.6	88.3	94.1	98.6
15007 "1425137_a_at"	1.6	6.3	15.1	2.5	2.1	2.6
107477 "1425138_at"	2.8	2.2	9.3	5.7	4.1	2.1
230784 "1425139_at"	51	26.7	35.2	42.1	28.6	39.4
212442 "1425140_at"	69.5	58.8	57.5	68.6	47.2	64.5
212442 "1425141_at"	31.3	30.6	24.8	14.3	38.4	29.7
11991 "1425142_a_at"	3123.8	3319	2970.7	3116.5	3170.6	3256.2
227197 "1425143_a_at"	885.9	939.9	887.8	890	855.1	933.2
16613 "1425144_at"	4.2	2.2	4.5	1.3	2.8	1.3
17082 "1425145_at"	2.4	5.7	2.6	15.3	3.5	9.5
223648 "1425146_at"	46.2	59	41	36.7	40.5	45.3
223648 "1425147_at"	64.7	52	60.3	52.7	60.4	58.5
72183 "1425148_a_at"	554.9	500.4	705.7	899.8	847.8	805
67466 "1425149_a_at"	446.2	490.6	516.9	505.2	590.3	476
209186 "1425150_at"	0.5	0.4	0.8	1.1	0.6	1.8
71893 "1425151_a_at"	37.2	4.6	19.1	8.2	6.1	8.4
67931 "1425152_s_at"	7	1	2.7	2.5	8.4	4.8
17882 "1425153_at"	1.4	0.6	1.2	0.5	1.4	1.1
12977 "1425154_a_at"	53.4	34.4	32.5	45.1	60.4	25.6
12977 "1425155_x_at"	16.1	2.7	14.3	19.2	15.6	9.2
229900 "1425156_at"	10.9	2.8	16.1	11.9	15.7	2.2
232670 "1425157_x_at"	37.4	34.8	36.5	29.7	29.2	30.3
57246 "1425158_at"	19.2	11.1	5.4	9.2	16.3	8.7
68338 "1425159_at"	13.2	12.5	3.5	21.2	15.4	11.2
380878 "1425160_at"	0.6	0.7	10.1	2.8	2	18.6
67976 "1425161_a_at"	163.7	115.3	146.6	123.9	120.1	130.3
225998 "1425162_at"	12.8	1.8	1.8	11.3	4.1	11.2
224833 "1425163_at"	22.8	22.8	25.7	22.2	34.8	44.5
18682 "1425164_a_at"	5.8	0.3	0.2	0.7	0.3	3.8
245839 "1425165_at"	1.1	0.9	7.2	1.3	3.6	0.6
19650 "1425166_at"	70.7	62.3	27.5	58.8	64.8	66.6
14699 "1425167_a_at"	3.1	3.2	0.8	7.3	2.9	14.9
14699 "1425168_at"	9.7	2.3	0.4	0.5	0.7	7.3
235628 "1425169_at"	2	1.1	2.7	3.7	0.7	0.6
11490 "1425170_a_at"	7.8	3.6	5.6	2.7	9.8	10.7
212541 "1425171_at"	8.7	6.9	2.5	8.8	3.4	1.5
212541 "1425172_at"	14.8	7	2.6	8.5	2.8	9.3
229593 "1425173_s_at"	153.5	154.7	149.2	157.9	158.9	165.3
NA "1425174_at"	11.2	1.2	3.4	0.9	1.2	4.3
227580 "1425175_at"	18.7	22.7	8.4	25.4	17	9
227580 "1425176_at"	11.6	10.2	21.7	5	25.7	10.9
20425 "1425177_at"	168.2	163	186.2	290.5	255.3	258.4
20425 "1425178_s_at"	215.4	289.5	300.9	353.1	340.8	373.9
20425 "1425179_at"	367.7	395.7	361.1	335.6	288.5	335.7
73094 "1425180_at"	15.1	4.5	8.8	6.6	6	13.1
73094 "1425181_at"	16.6	15.7	4.3	16.6	6.6	17.2
NA "1425182_x_at"	3	8.9	1.7	5.4	1.6	3
67891 "1425183_a_at"	9059.5	9417.1	8367.7	8906.6	8658.3	8827.1
66468 "1425184_at"	12.8	14	15.5	16.5	16.7	17.4
78825 "1425185_at"	462.2	432.1	390.3	397	377.9	440
68421 "1425186_at"	94.9	54.9	65.7	90.8	79.6	62.9
20338 "1425187_at"	266.3	197.1	194.6	255.7	255.2	231.8
20338 "1425188_s_at"	313.9	238.1	245.7	222.2	239.5	262.8
27395 "1425189_a_at"	819.4	892.1	840.2	852.7	796.1	861.1
73373 "1425190_a_at"	162.6	155.2	165	151.8	161	178.7
77090 "1425191_at"	29.6	22.9	19.3	20.8	23.2	19.8
207952 "1425192_at"	61.5	65.4	69.3	45.9	49.3	50.5
66552 "1425193_at"	120.8	115.1	153.1	171	153.1	139.9
67788 "1425194_a_at"	1590.7	1992	1952.9	1999.3	2103.5	2097.9
NA "1425195_a_at"	607.4	714.6	722.3	620.6	576.4	669.6
68917 "1425196_a_at"	132.9	167.5	157.4	151.9	145.6	168.3
19255 "1425197_at"	56.2	50.3	32	43.5	42.4	34.6
19255 "1425198_at"	15.4	20.1	24.7	19.6	22	26
226352 "1425199_a_at"	47.7	35.4	47.3	62.3	32.4	36.8
229725 "1425200_at"	25.7	29.3	42.4	30.9	29.4	20.8
68180 "1425201_a_at"	36.7	40	53.1	37.9	33.9	35.1
11735 "1425202_a_at"	109.3	82.6	73.6	76.5	60.3	103.1
234733 "1425203_at"	5.9	2.4	9.7	2.8	2.4	2.5
NA "1425204_s_at"	345	140.7	140.8	145.3	172.1	153.5
234733 "1425205_at"	14.5	11.7	14.5	1.6	9.2	13.6
22215 "1425206_a_at"	69.9	55.8	79.2	78.8	66.7	69.7
210463 "1425207_at"	0.8	7	0.3	1	0.4	3.2
77889 "1425208_at"	123.3	44.2	29.6	44.9	48.5	57.6
74352 "1425209_at"	56.8	24.8	42.9	39.7	47.3	40.9
74352 "1425210_s_at"	47.6	56.9	50.2	75.5	81.2	105.7
384281 "1425211_at"	184.5	192.7	167.1	209.3	187.7	211.7
29820 "1425212_a_at"	60.5	47.9	50.1	39	40.7	33.6
76886 "1425213_at"	69.8	65.1	87.1	107.7	86.4	106.5
233571 "1425214_at"	38.6	3	42.6	36.5	35.2	32.8
233079 "1425215_at"	4.3	8.1	12.5	16	16.3	18.5
233079 "1425216_at"	1.9	1.5	0.8	2.3	6.8	0.8
20975 "1425217_a_at"	1.3	2.3	4.1	14.3	1.1	1.1
117158 "1425218_a_at"	1.1	0.8	1.6	3.8	3.9	2.1
14699 "1425219_x_at"	2.8	1.1	0.6	4.1	5.1	6.6
100038935 "1425220_x_at"	4.7	1.2	2.3	2.1	2.7	3.2
403205 "1425221_at"	9.2	5.3	0.6	0.3	2.6	0.6
236293 "1425222_x_at"	1.6	0.6	6.1	1.9	1	0.4
11796 "1425223_at"	1.6	2.8	7.7	1.1	8.2	1
225655 "1425224_at"	11.4	45.2	34.6	27.2	30.4	37.1
246256 "1425225_at"	9.8	8.4	15.5	26.4	16.1	21.6
665506 "1425226_x_at"	24.4	14.2	20.2	16.1	24.3	6.2
11975 "1425227_a_at"	40.2	26.4	27.3	28.6	30.8	24.8
27369 "1425228_a_at"	242.5	265.3	241.3	235.6	249.5	267.7
21416 "1425229_a_at"	47.8	43.8	44.5	69.5	54	43.2
217214 "1425230_at"	25.3	9.1	19.9	13.9	7.8	14.1
22704 "1425231_a_at"	359.1	346.5	367.8	343.1	405.4	354.2
170735 "1425232_x_at"	1.9	2.1	0.7	4.7	1	3.9
78354 "1425233_at"	30.3	11.1	10	6.7	12.9	8.2
73368 "1425234_at"	24.8	20.8	22.1	6.4	16.1	14.9
73368 "1425235_s_at"	35	5.1	2.8	21.7	3.6	4.7
73368 "1425236_at"	0.8	2.7	2.1	1.3	0.7	0.4
68484 "1425237_at"	0.9	9	0.8	1.6	3.2	5.4
NA "1425238_at"	68.9	94.5	102.3	87.8	49.5	69.7
224440 "1425239_at"	60.4	49.9	45.3	68.6	58.6	70.2
224893 "1425240_at"	57.9	94.5	74.1	64.8	86.8	64.4
78889 "1425241_a_at"	859.4	908.1	1124.8	1137.5	1068	922.5
69038 "1425242_at"	49.8	47.8	55.9	42.9	39.6	45.2
246278 "1425243_at"	1.8	1.4	1.4	1.5	2.2	2.4
21830 "1425244_a_at"	3.1	0.6	2.6	2.2	2.3	8.8
50782 "1425245_a_at"	28.1	12.5	2	8.9	2.2	6.6
68314 "1425246_at"	24.6	20.1	25.1	15.1	14.3	10.1
NA "1425247_a_at"	19.6	17.1	21.7	18.5	15.8	14.4
22174 "1425248_a_at"	83.7	64.4	53.6	68.7	84.6	66.7
22174 "1425249_a_at"	73.9	52.2	42.8	58.3	72.4	54.9
27411 "1425250_a_at"	9.1	1.9	5.3	6.8	11	9
19218 "1425251_at"	9.3	1.8	2	1.4	3.8	6.9
17120 "1425252_a_at"	106.4	67.7	74.1	45.8	86	92.9
17123 "1425253_a_at"	70.7	38.8	38.3	41.9	68.5	49.5
116810 "1425254_at"	3.5	2.5	1.6	6.6	2.9	4
72692 "1425255_s_at"	1980.7	2336.8	2242.3	1956.4	1837	2175
330938 "1425256_a_at"	6.4	3.3	10.1	13.6	3.6	10.7
217698 "1425257_at"	0.9	0.7	0.4	1.1	0.6	0.7
78240 "1425258_at"	10.6	0.5	8.9	8.3	15.3	8.4
16630 "1425259_x_at"	0.2	4.7	8.8	3.9	6.2	9.5
11657 "1425260_at"	15.7	14.3	5.1	32.6	16	9.2
12611 "1425261_at"	32.8	27.8	45.8	43.7	29.4	16.5
12611 "1425262_at"	382.5	475.4	469.9	474.7	384.9	481.5
17196 "1425263_a_at"	19.7	15.6	35.1	43.7	37.2	42.6
17196 "1425264_s_at"	102.9	98.1	81.1	101.1	80.1	102.8
140546 "1425265_a_at"	593.4	553.8	491.3	528.8	535.4	539.8
229877 "1425266_a_at"	484.4	475.1	421.1	342.9	359.1	405.4
73182 "1425267_a_at"	70.1	56.3	62.8	53.2	60.7	52.9
73182 "1425268_a_at"	109.5	72.4	89.5	73.5	95	69.6
54519 "1425269_at"	35.1	23.6	4.2	24	20.6	32.2
16561 "1425270_at"	195.5	153.7	234.4	222.9	274.6	193.7
19183 "1425271_at"	312.7	334.9	304.8	300.9	324.7	279.3
13731 "1425272_at"	22.8	31.8	23.1	24.6	31.2	19.6
13731 "1425273_s_at"	13.4	2.8	19.1	23.2	14.3	20.7
65973 "1425274_at"	25.3	13.7	43.3	46.9	25.5	24.4
65973 "1425275_at"	26.7	20	21.4	17.2	21.4	21.5
14123 "1425276_at"	149.6	73	81	50.7	66	55.6
20562 "1425277_at"	53.8	41.9	27.1	31.8	7.8	11.2
140630 "1425278_at"	15.9	9.1	23.4	6.5	13.4	15.9
230809 "1425279_at"	37	32.3	53.1	48.8	46.7	78.5
69757 "1425280_at"	114.7	120.5	118.7	111.1	137.6	127.4
14605 "1425281_a_at"	283.6	203.6	246.1	263.6	208.4	263.6
218215 "1425282_at"	1.5	0.4	9.2	2.2	7.5	1.8
17771 "1425283_a_at"	11.7	3.5	21.9	18.8	24.4	22.8
11891 "1425284_a_at"	3.4	5.6	6.8	9	12.8	5
11891 "1425285_a_at"	1.9	0.9	1.1	9.2	12.7	4.6
214301 "1425286_at"	1.3	3.2	3.8	3.1	1	4.2
230162 "1425287_at"	65.9	51	61.4	55.3	81	60
231004 "1425288_at"	16.9	20.1	16.9	12.6	17.9	8.1
12902 "1425289_a_at"	2.2	7.2	12.6	2.6	5.8	0.9
68159 "1425290_at"	2.5	1.2	1.5	7.1	1.1	1.7
15223 "1425291_at"	11.2	4.1	8.5	13.1	4.7	2.8
13527 "1425292_at"	10	24.7	24.3	29.9	29.6	19.5
66995 "1425293_a_at"	114.5	119.1	104.2	143.8	111	138.9
74748 "1425294_at"	0.9	6.6	6.6	7.1	1.4	4.5
93726 "1425295_at"	1.1	2.3	0.4	7.5	1.2	3.8
50780 "1425296_a_at"	243.6	171.1	201.5	226.7	231.8	232.2
235956 "1425297_at"	107.9	171.4	162.3	146.1	125.2	140.9
17940 "1425298_a_at"	12.6	5.8	12.5	6.3	6.8	5.1
NA "1425299_s_at"	2352	2920.7	2508	2532.1	2544.3	2987.5
225913 "1425300_at"	61.2	35.7	25.1	46.2	45	53.6
17968 "1425301_at"	10.4	6.1	2.7	2.5	10.8	6.9
215723 "1425302_at"	15	2.9	5.2	15.7	10.6	8.9
103988 "1425303_at"	2.8	0.6	7	10.5	12.3	2.9
170952 "1425304_s_at"	18.1	18.6	23.5	11	15.1	30.3
114565 "1425305_at"	103.8	99.7	89.5	87.6	90.6	71.6
225004 "1425306_at"	10.2	11.9	1.5	2.3	5.3	1.7
110084 "1425307_at"	8.7	7.1	11.5	3.1	5.3	1.3
224762 "1425308_at"	4.9	7.3	5.7	2.7	7.4	7.6
212670 "1425309_at"	33.7	21.1	27.8	28.7	12.2	15.2
140709 "1425310_a_at"	824.7	545.1	499.4	467.5	557.7	544.4
NA "1425311_at"	46.4	37	34.8	46.4	41.5	32.9
52670 "1425312_s_at"	20.6	2.3	1.6	8.2	7.1	3
241066 "1425313_at"	5.7	17.6	4.1	15.2	10	11.9
110789 "1425314_at"	30	34.5	45.9	37.3	34.9	39.2
67299 "1425315_at"	135.5	89.1	141	161.9	103.1	53.8
76898 "1425316_at"	8.3	12	7.3	2.2	9.2	1.8
77485 "1425317_x_at"	23.6	0.3	0.5	10.9	3.3	0.1
77462 "1425318_a_at"	2.3	11.5	6.8	0.8	2.4	17.7
67797 "1425319_s_at"	201.9	224.1	272.3	209.3	190.8	176.2
320875 "1425320_at"	15.7	15.6	25.2	26.2	32.1	24.5
94040 "1425321_a_at"	44.2	32.2	37.5	36.8	34.9	25.8
NA "1425322_at"	16.9	27	27.4	24.8	33.8	19.8
214917 "1425323_a_at"	301.6	345.4	323.9	350.7	299.1	316.3
NA "1425324_x_at"	6.6	7	7.5	10.4	4.3	7.5
60361 "1425325_at"	1.4	0.6	0.6	4.4	5.4	0.4
104112 "1425326_at"	520	460.6	418.2	423.6	374.2	396.6
230789 "1425327_at"	208.7	89.1	90	69.1	89.6	84.4
230789 "1425328_at"	221.7	217.2	221.4	188.1	206.9	219.1
109754 "1425329_a_at"	262.2	169	224.6	269.8	231.7	257.2
19043 "1425330_a_at"	265	234.7	255	277.1	271.9	278.9
20402 "1425331_at"	306.6	232.7	270.2	318.2	257.7	283.8
20402 "1425332_at"	844.2	956.5	899.4	747.2	803.8	740.5
69834 "1425333_at"	102.4	73.1	72	72.6	93.7	89.8
74498 "1425334_at"	40.4	64.2	65.6	65.3	55.6	61.1
12525 "1425335_at"	6.4	14.6	21.6	17	9.2	4.5
14972 "1425336_x_at"	181.2	216.1	98.8	55.6	80.4	54.5
57138 "1425337_at"	4	5.7	10.5	0.8	2.7	7.6
18798 "1425338_at"	22.7	21.4	25.3	28.8	25.5	32
18798 "1425339_at"	21.4	15.6	23.1	26	9.8	12
19262 "1425340_a_at"	508.7	523.1	477.1	544.6	496.6	437.9
16527 "1425341_at"	4	2.4	2	3	3.5	2.6
16527 "1425342_a_at"	0.5	1	1.6	1.6	1.6	2.6
72748 "1425343_at"	78.7	92.8	89	74.2	95.2	71.6
67608 "1425344_at"	79.6	110	103.9	117.6	125.8	133.1
215814 "1425345_at"	17.5	13.1	14.5	15.5	16.1	2.9
57908 "1425346_at"	312.4	178.5	282.8	266.3	293.1	238.7
57908 "1425347_a_at"	78.2	51.9	67.5	59	53.6	52.7
20818 "1425348_a_at"	379.8	451.4	365	249	277.6	297.2
17876 "1425349_a_at"	83.1	58.1	87.9	116.4	97.8	118.7
17876 "1425350_a_at"	352.9	641.5	559.6	645.4	616.7	615.6
76650 "1425351_at"	23.1	15.9	15.7	16	18.1	23.1
214742 "1425352_at"	26.7	22.7	29.9	28	33.8	36
209558 "1425353_at"	6.7	3.1	18.8	9.5	9.4	1.7
66549 "1425354_a_at"	579.3	783.2	743	706.3	645.5	717.5
264895 "1425355_at"	43.7	19.3	16.1	36.1	32.3	18.6
77264 "1425356_at"	125.6	76.3	86.8	80.9	76.7	72.5
23892 "1425357_a_at"	6.6	15.2	8.6	18.8	12.5	8.8
71340 "1425358_at"	86.2	42.7	66.4	60.9	83.7	42.5
228576 "1425359_at"	2.9	1	0.5	4.9	0.6	7.3
246198 "1425360_at"	25.1	3.5	17.5	17	20.3	10.6
69256 "1425361_at"	76.2	66.5	58.6	80.2	81.7	82.3
231801 "1425362_at"	69.9	59.1	62	75.2	66.1	61.8
14421 "1425363_at"	6.8	1.2	2.7	0.8	6.7	1.8
17254 "1425364_a_at"	559	588.9	545.8	581	520.9	573.5
68444 "1425365_a_at"	0.4	1	1.1	0.3	0.3	3.4
15574 "1425366_a_at"	65.5	42.8	66.8	51.5	43.5	46
16408 "1425367_at"	5.2	16	4.5	4.4	2.9	2.1
18222 "1425368_a_at"	85.7	44.9	54.2	51.7	51.5	43.2
20665 "1425369_a_at"	1.5	2.3	1.1	2.7	2.3	2.3
13876 "1425370_a_at"	11.9	2.2	3.6	2.7	2.5	5.6
18970 "1425371_at"	91.4	89.1	144.8	93.2	92.3	62.4
67713 "1425372_at"	25.8	17.5	16.4	11.9	19.3	19.6
NA "1425373_a_at"	1026.6	937.2	848.1	842.9	762.1	802.8
246727 "1425374_at"	6.7	3	3.3	6.7	3.7	2.6
207213 "1425375_at"	0.9	7.1	1.6	0.6	5	1.6
11688 "1425376_at"	1.5	1.4	9.7	1.7	1.4	0.9
22408 "1425377_at"	0.9	9.5	1.1	3.8	3.6	0.9
235439 "1425378_at"	7.2	7.6	2.6	5.9	10.1	17.8
15234 "1425379_at"	18.3	15.6	26.9	19.7	27.6	30
233046 "1425380_at"	3	1.2	1.7	1.4	0.9	1.2
50765 "1425381_a_at"	35.1	26.3	38.1	40.5	40.4	27.3
11829 "1425382_a_at"	0.5	3.5	7.5	13.4	17.5	11.1
18514 "1425383_a_at"	450.7	496.5	444.9	492.6	512.6	571.3
140630 "1425384_a_at"	55.4	68.6	66.6	67.8	61.9	53.6
NA "1425385_a_at"	12.2	15.8	6.9	8.1	7.6	7.4
74614 "1425386_at"	0.8	1.3	6.8	2.5	0.9	1.9
116852 "1425387_at"	0.9	2.8	9.5	7.8	0.8	9
29807 "1425388_a_at"	85.1	76.6	73.2	70	76.1	77.4
12393 "1425389_a_at"	14.7	12.8	10.4	12.7	16.1	8
30947 "1425390_at"	35.8	29.2	23	17.4	23.7	14.5
79196 "1425391_a_at"	122.7	92.3	70	81	94.7	71.8
12355 "1425392_a_at"	3.7	1.8	1.3	2.2	2.3	1.6
26400 "1425393_a_at"	29.2	7.8	18.9	10.9	7.7	2.1
667597 "1425394_at"	11.9	6.5	12	9	8.7	15.9
13525 "1425395_at"	0.9	0.9	0.7	0.4	1	0.5
16818 "1425396_a_at"	109.6	144.7	114.5	135.7	122.8	131.3
791275 "1425397_at"	11.6	19	6.3	6.4	15.5	9.8
NA "1425398_at"	14.5	13.1	12.2	7.1	11.9	12.5
226844 "1425399_at"	8.1	12.9	12.8	10.6	18.2	15.5
56222 "1425400_a_at"	23.3	32.9	12.5	37.2	23.5	45.7
52670 "1425401_at"	5.4	2.1	14.3	9.3	3.4	8
50492 "1425402_at"	13.1	21.4	8.4	22.7	4.1	11.9
103967 "1425403_at"	28.6	26.7	36.2	19.1	29.1	18.8
69179 "1425404_a_at"	85	54.2	71.7	89.5	71.2	82.4
56417 "1425405_a_at"	91.8	72.5	66.1	66.3	68.4	63.7
26888 "1425406_at"	1.4	17.5	6.4	8.9	1.6	20.3
NA "1425407_s_at"	2	1.4	13.2	6.3	20.9	13.4
69239 "1425408_a_at"	0.2	0.3	5.5	8.3	3.7	5
110902 "1425409_at"	1	0.7	0.7	2	3.1	1.3
69786 "1425410_at"	27.6	27.3	39.7	34.9	33.4	41.9
11861 "1425411_at"	6	1.1	0.9	6.9	2.5	2.9
216799 "1425412_at"	4.3	17.5	3.2	6.3	15.4	22.4
19726 "1425413_at"	18.3	22.5	33.6	27	23.4	26
228852 "1425414_at"	1.9	10.2	6.1	13.1	2	6.6
20510 "1425415_a_at"	7.8	10.5	5.7	8.7	4.2	0.8
56742 "1425416_s_at"	157.3	137.8	129.7	93.4	124.5	156.6
16639 "1425417_x_at"	8.9	0.6	0.7	3.8	0.9	1.6
209232 "1425418_at"	2.7	5.6	2.7	12.1	18.1	4.4
110157 "1425419_a_at"	835.7	910.7	791.6	763.1	785.3	877
50523 "1425420_s_at"	3	12.4	18.4	15.7	21.7	16.9
NA "1425421_at"	84.2	88.4	97.3	87.5	58.9	53.2
74108 "1425422_a_at"	115.4	127.6	117.6	125.3	95.1	119.2
230587 "1425423_at"	16.8	19.1	17	35	29.9	8
620031 "1425424_at"	66.6	72.5	75.4	59.1	42.9	25.4
24117 "1425425_a_at"	10.7	13.8	14.8	24.7	79	21.4
17258 "1425426_a_at"	21.6	18.2	25.9	16.8	30.9	18.7
639910 "1425427_at"	5.8	1.2	0.7	4.5	3.9	1.2
53417 "1425428_at"	265.4	262.8	218	258.2	224.7	252.1
53417 "1425429_s_at"	25.1	14.7	28.1	21.5	25.2	27.1
77918 "1425430_at"	0.4	4.3	0.4	0.3	1.1	1.5
71369 "1425431_at"	0.3	2.8	0.2	4	3.2	0.3
18390 "1425432_at"	3.1	11.8	2.7	12.7	6.8	2.4
NA "1425433_a_at"	11	8.1	14	13.6	6.9	14.2
20288 "1425434_a_at"	2.3	11.2	1.3	8.4	4.9	1.6
20288 "1425435_at"	1.2	1.4	0.9	7.2	0.8	1.4
NA "1425436_x_at"	12.5	6.4	8.2	10.6	5.3	5.3
16530 "1425437_a_at"	11.1	3	3.8	3.1	13.3	1.8
NA "1425438_at"	1.1	0.9	1.1	1	0.7	1.4
71699 "1425439_a_at"	66.3	55.7	70	59.6	72.6	48.5
71699 "1425440_x_at"	5.9	4.3	6.5	15.1	3.3	10.3
NA "1425441_at"	2.3	7.7	1.7	1.1	1.7	1.6
232790 "1425442_at"	5.2	19.4	8.7	5.8	2.5	12.8
226896 "1425443_at"	10.1	4.6	1.9	2.8	2.9	8.3
21813 "1425444_a_at"	40.7	36.6	26.6	35.2	30.9	39.8
56492 "1425445_a_at"	15.9	7.6	9.3	5.3	10	2
NA "1425446_at"	13.8	5.9	4.5	9.3	8.2	9.7
234130 "1425447_at"	0.8	6.4	5	0.4	2.4	0.6
114143 "1425448_x_at"	199	136.4	128.2	127.5	149.4	134.4
19012 "1425449_at"	4	7	4.8	1.8	9.9	7.1
104183 "1425450_at"	7.2	0.7	3	1.3	10.4	9.7
NA "1425451_s_at"	6.5	19.1	0.7	10	12.1	4.9
105005 "1425452_s_at"	48.5	42.3	35.9	50.4	71.3	61.2
16630 "1425453_x_at"	2.9	7.3	2.7	0.4	0.7	3.1
16159 "1425454_a_at"	7.2	4.1	11.6	2.3	3.4	12.3
211151 "1425455_a_at"	372.2	406.9	368.9	383.4	404.2	458.9
26397 "1425456_a_at"	172.3	150.6	155.9	125.2	135	168.9
14783 "1425457_a_at"	530.8	371.8	591.5	590.7	464	455.9
14783 "1425458_a_at"	4344.1	4751.5	4516.1	4570.3	4812.5	4598.5
77116 "1425459_at"	227.9	171.1	156	187.5	154.6	197.4
77116 "1425460_at"	267.2	260.7	270.3	289.5	290.7	245.8
103583 "1425461_at"	96.8	80	100.3	110.2	97.8	90.4
103583 "1425462_at"	854.1	742.5	701.1	677.1	691.8	718.7
14465 "1425463_at"	249.5	75.9	102.1	116.9	108.5	120.1
14465 "1425464_at"	521.7	231	280.9	291.7	313.3	309.3
75826 "1425465_a_at"	144.8	138.4	136.6	141.6	129.9	122
75826 "1425466_at"	378.5	347.3	350.7	336.5	302.7	348.1
18823 "1425467_a_at"	36.5	37	50.8	41.5	47.9	22.6
18823 "1425468_at"	31.6	20.4	12.7	32.6	27.8	16.9
NA "1425469_a_at"	10.2	9.9	12.5	14.9	28.6	12
NA "1425470_at"	2.6	9.6	0.5	1.1	1.3	1.6
NA "1425471_x_at"	1.9	0.9	1.4	3.4	2	8.4
16905 "1425472_a_at"	38	40	42.4	51.5	53.7	35.4
234959 "1425473_at"	381	339.3	276.4	282	253	311.7
269338 "1425474_a_at"	26.2	25.7	25.4	24	37.7	37.6
12830 "1425475_at"	270.5	140.7	148.8	164.6	193.2	151.8
12830 "1425476_at"	765.6	486.9	465.5	431.1	610.8	441.2
14961 "1425477_x_at"	3.5	2	13.8	6.2	3.7	13.2
