Gene "ID_REF"	"GSM243346"	"GSM243347"	"GSM243348"	"GSM243349"	"GSM243350"	"GSM243351"
NA "1432414_at"	1.6	1.7	0.7	1	1.4	10.5
67295 "1432415_at"	0.3	0.6	0.6	8.6	1	0.3
18148 "1432416_a_at"	5906.2	6906.4	6749	6644.7	5960.7	6615.6
70747 "1432417_a_at"	29.7	32.4	42.5	24.5	30.4	40.3
12716 "1432418_a_at"	5.7	7.7	3	9.1	13.7	8.1
101513 "1432419_a_at"	125.1	122.4	105.5	122.8	131.9	126.8
71886 "1432420_a_at"	2.3	6.8	6.8	2.7	21.3	2.7
18861 "1432421_at"	14.9	17	22.8	18.7	20.5	14.5
76610 "1432422_at"	1	7.3	13.5	4.6	12	7.5
320827 "1432423_a_at"	26.5	26.7	11.8	17.9	20.8	23.5
75039 "1432424_at"	11.9	5.9	6.8	9.1	9	4.4
69312 "1432425_at"	0.3	0.2	0.3	3	1.8	0.4
67921 "1432426_a_at"	182.3	185.1	193.3	219.3	176.2	192.7
68194 "1432427_at"	6.5	8.7	4.5	0.9	10.8	12.5
77318 "1432428_at"	5.8	0.3	0.4	0.8	0.6	5
NA "1432429_at"	7.5	7.6	3.2	7.3	8.8	12.5
76719 "1432430_a_at"	109.1	51.5	54.2	66.7	62.4	63.2
72899 "1432431_s_at"	90.6	75	99.7	100.7	113.6	144
67295 "1432432_a_at"	0.9	0.5	3.5	11.7	1	0.5
75071 "1432433_at"	0.7	0.4	0.5	0.8	0.5	0.7
NA "1432434_at"	10.5	12.7	1.7	10.7	8.8	0.5
109229 "1432435_s_at"	147.2	159.2	157.4	173.3	175.9	167.1
56248 "1432436_a_at"	135.3	140.5	131	135.4	127.6	143.4
71138 "1432437_at"	19.4	4.3	12.3	22.1	19	6.7
NA "1432438_at"	19.4	8	14.4	21.5	16.6	23
69930 "1432439_at"	22	18.5	17.4	26.2	8.1	2.3
NA "1432440_at"	1.5	0.9	1.5	0.3	6.3	7
71106 "1432441_at"	39.4	18.7	32.2	19.7	42.9	40.6
668110 "1432442_at"	8	10.3	4.4	7.2	5.1	4.2
75538 "1432443_at"	19.6	5.8	18.2	15.3	19.5	9.7
66266 "1432444_a_at"	368	434.7	380.2	425.7	412.5	420.1
69578 "1432445_at"	1	2	1.9	0.8	3.4	1.3
74222 "1432446_at"	4.6	4.2	6.6	1.6	0.8	0.7
70088 "1432447_a_at"	357.4	340	405	424.9	508	335.7
NA "1432448_at"	14.4	28.3	18.5	24.1	18.8	3.2
75272 "1432449_at"	12.3	3	0.5	0.5	2.7	3.3
77166 "1432450_at"	7.9	7.5	12.5	7.9	8.6	13.7
78115 "1432451_at"	0.8	0.6	0.6	0.4	0.4	1
NA "1432452_at"	1.8	1.5	2.7	13	7.2	3.2
69826 "1432453_a_at"	5.6	2.5	1.4	3.7	12.4	2.4
76797 "1432454_at"	17.1	19.9	19.7	15.6	15.4	15.2
73244 "1432455_a_at"	10.9	1.2	1	0.8	1.5	0.6
NA "1432456_at"	2	1	1.2	0.4	0.3	0.2
73992 "1432457_at"	16.4	2.6	4.2	9.3	6.2	15.1
75645 "1432458_at"	0.5	0.4	0.4	0.5	0.5	0.4
58206 "1432459_a_at"	29.9	20	29.3	25.3	23.7	22
NA "1432460_at"	13.3	12.7	9.4	11	7.7	12.4
14051 "1432461_at"	5.6	0.4	17.2	11.9	14.2	6
68975 "1432462_a_at"	137.3	189.6	200.7	190.5	143.1	180
NA "1432463_at"	26.7	44.9	40.6	22.3	15.5	27.5
69697 "1432464_a_at"	109.9	72.8	59.8	60.2	66.3	55.9
NA "1432465_at"	15.3	7	11.6	5.6	6.3	2.6
11816 "1432466_a_at"	332.4	123.6	289.6	299.7	419	354.3
70144 "1432467_at"	1.5	2.5	13.8	11.9	15.2	1.8
77704 "1432468_at"	2.6	3.6	3	3.8	4.9	5.1
73547 "1432469_at"	2.8	10.2	23.3	9.5	9.5	1
NA "1432470_at"	18.5	22.9	9.9	25.7	15.9	19
74741 "1432471_at"	30.1	19.3	14.8	15.7	16.1	10.8
78038 "1432472_a_at"	175.2	111.1	97.7	174.2	166	179.6
67928 "1432473_a_at"	10.8	3.5	8.4	0.6	10.8	5.6
69815 "1432474_a_at"	29.5	50.5	20.3	41.8	25.8	37.9
72248 "1432475_at"	17.2	8.9	4	7.4	14.6	1.1
NA "1432476_at"	1.7	1	1.3	0.5	1.6	1.2
73934 "1432477_at"	10.6	6.8	13	10.5	12.4	9.5
75234 "1432478_a_at"	79.6	44.9	56.1	39.1	47	36.9
NA "1432479_at"	1.2	3	0.6	0.6	2.2	0.9
68107 "1432480_a_at"	10.4	13.3	29.1	22.1	16.5	23.4
69444 "1432481_a_at"	0.9	10.6	0.4	1.7	0.5	5.4
69444 "1432482_at"	0.8	1	0.5	5.4	4.3	0.9
NA "1432483_at"	15.2	18.8	26.3	21.2	17.1	20.9
66531 "1432484_at"	0.6	5.6	2.2	4.4	11.4	7.7
269423 "1432485_at"	2.1	2	0.7	0.9	0.4	0.8
21756 "1432486_a_at"	5.8	13.7	10.5	14.4	15.3	9.9
NA "1432487_at"	2.2	7.9	18.6	5.3	4.5	2
75062 "1432488_a_at"	651.7	684.6	739.2	873.1	757.6	771.6
76773 "1432489_a_at"	93.2	110	115.5	101.8	82	92.6
23984 "1432490_a_at"	27.7	9.1	19.5	14.1	23.1	20.6
18530 "1432491_at"	1.5	1	1.8	1.1	1.1	1.2
107766 "1432492_a_at"	4.3	2.8	3.8	3.7	5.6	3.3
NA "1432493_at"	0.9	0.5	4.3	8.9	9.3	1.2
76411 "1432494_a_at"	391.8	438.5	377.9	415.8	438.6	398.7
20680 "1432495_at"	1.2	1.2	9	9.4	1.1	15.3
76651 "1432496_at"	1.6	1.6	2.8	3.7	1	4.3
70829 "1432497_at"	16.9	9	14.4	10	15.8	1.9
75642 "1432498_at"	22.5	12	1.1	4.2	2.3	9.3
63958 "1432499_a_at"	309.4	309.3	270.8	301	297.8	298.3
NA "1432500_at"	0.5	0.5	2.1	6.4	1.4	5.1
NA "1432501_at"	12.9	8.2	13	9.4	8.4	1.6
NA "1432502_at"	5.2	2.2	13.8	0.7	1.2	6.7
79455 "1432503_a_at"	7.4	1.2	0.4	0.5	0.2	0.5
73582 "1432504_at"	17.7	29.6	25.9	26.5	18.2	37.3
75188 "1432505_at"	1	1.7	0.7	0.5	0.5	1.4
68255 "1432506_at"	6.7	7	1.8	8.5	10.3	9.8
NA "1432507_at"	7.3	18.3	6.2	11.1	17.9	11.8
73635 "1432508_at"	1.4	13.9	0.5	3.7	1.1	1.5
76000 "1432509_at"	22.3	21.4	28.7	24.8	36.4	25.4
NA "1432510_at"	1.4	3.4	1.2	0.9	0.3	6.7
66296 "1432511_s_at"	27	53.3	49.8	54.3	46.9	57.1
78933 "1432512_at"	3.2	0.5	0.7	5.1	0.3	0.4
75434 "1432513_a_at"	4.1	0.9	2.8	1.3	10.1	1.8
76992 "1432514_at"	23.3	5	5.3	5.2	14	10.4
76785 "1432515_at"	4.3	1	0.8	10.9	2.4	0.9
NA "1432516_at"	0.4	0.2	0.5	0.8	5.2	0.3
18113 "1432517_a_at"	6.2	5.1	4.9	21.5	28.3	26.4
78109 "1432518_at"	3.8	1.1	3.1	1.3	3.1	1.7
69820 "1432519_at"	5.5	1	1.7	14.3	11.7	6.7
NA "1432520_at"	10	0.9	2	0.8	2.7	7.5
NA "1432521_at"	1.6	1.1	0.8	1.4	1.5	0.8
76380 "1432522_s_at"	9.3	0.7	4	4.4	5.9	13.5
15258 "1432523_at"	1.7	1.3	5.5	8.1	10.7	0.4
75287 "1432524_at"	6.9	7.7	14.6	14.2	10.3	15.8
75434 "1432525_at"	1	0.9	1.5	1.4	2.4	3.3
27681 "1432526_a_at"	370.2	439.2	346.4	387.4	431.1	351.9
71156 "1432527_at"	1	0.9	0.7	1.7	3.1	4.3
75521 "1432528_at"	3.7	11.8	3.3	4.9	2.7	9.2
75388 "1432529_at"	7.3	6.8	11.5	10.5	10.2	7.1
75388 "1432530_s_at"	8.7	7.2	10.4	5	6.1	0.9
77705 "1432531_at"	5.6	3.1	3.4	15.8	27.6	4.8
78687 "1432532_at"	5	3.9	7.3	7.8	15.3	2.6
22232 "1432533_a_at"	68.8	69.3	80.5	76.2	72.3	79.4
69277 "1432534_at"	44.5	29.5	40.3	38.8	42.4	36.5
232426 "1432535_at"	0.5	3.6	0.8	5.7	1.7	0.8
73407 "1432536_at"	9.8	0.7	1.7	1.9	1.1	1.3
74989 "1432537_at"	9.7	1.1	2.4	1.2	1.8	0.5
69263 "1432538_a_at"	388.2	552.6	498.7	492.5	501.5	561.9
269113 "1432539_a_at"	45.8	42.6	73.4	69.2	54.1	55.7
71363 "1432540_at"	1.5	2	3.7	0.9	14.1	0.6
NA "1432541_at"	14.4	13.7	19.2	21.5	13.1	20.1
72785 "1432542_at"	2.3	1	2.1	1.6	2.3	9.4
50794 "1432543_a_at"	199.5	128.8	152.6	150.5	164.6	125
NA "1432544_at"	9.6	7.7	8.9	9	16.9	0.6
77772 "1432545_at"	9.4	3.3	4.2	9.4	3.5	1
NA "1432546_at"	1.4	0.9	0.5	10.6	13	0.4
NA "1432547_at"	7.4	6.3	8.4	1.3	5.9	6.8
547253 "1432548_at"	1.7	0.5	1.7	3	12.4	1.1
NA "1432549_s_at"	0.8	1.1	9.4	1.7	1.4	4.9
78052 "1432550_at"	22	1.6	3	1.4	13.9	8.8
NA "1432551_at"	1.4	0.6	5.8	3.7	5.5	5.7
69384 "1432552_at"	5.7	4.4	15.3	5.3	7.6	5.1
NA "1432553_at"	1.9	1.9	2.8	1.8	2.3	15
NA "1432554_at"	13.1	5.9	9.9	3.9	12.6	2.9
73750 "1432555_at"	52	46.7	35.9	40.7	43.5	48.1
75429 "1432556_a_at"	1.8	0.7	1.6	4.3	0.7	0.8
73350 "1432557_at"	13	11	16	15.6	15.4	25.1
17153 "1432558_a_at"	59.1	64.4	85.8	67.1	51.8	63.4
70157 "1432559_at"	12.8	5.2	8.7	13	9	9.1
76999 "1432560_at"	6.8	0.7	3.5	5.9	4.2	1
NA "1432561_at"	1.1	1.6	1	0.8	1.6	1
68469 "1432562_at"	13.5	7.7	6.6	12.2	14.3	4.4
NA "1432563_at"	1.9	0.5	0.9	0.6	1.4	1.6
78654 "1432564_at"	5	2.3	6.3	12.4	3.2	2.4
NA "1432565_at"	1.7	1	0.8	0.8	0.9	0.8
78478 "1432566_at"	1.5	1.1	6.2	4.8	2.1	13.3
NA "1432567_at"	8.1	4.5	18	12.9	11.8	1.1
76653 "1432568_at"	1.8	4.6	4.1	1.5	15.7	7.4
76653 "1432569_at"	10.3	14.6	16.1	10.4	9.9	18.2
NA "1432570_at"	4.6	7.5	4.1	7.3	2.7	0.3
NA "1432571_at"	1.8	1.3	11.3	1.9	1.4	0.8
77592 "1432572_at"	46	7.5	34.8	48.1	21.9	15.2
65246 "1432573_at"	1.8	1.1	7.9	2.4	3.6	0.9
75300 "1432574_at"	6.7	19.1	15.4	11	23.1	5.7
75300 "1432575_at"	1.8	0.6	2	2	2.3	1.8
71766 "1432576_at"	11	3.6	2	10.7	12.4	13.1
268706 "1432577_at"	1.4	11	2.3	4.3	10.8	1.2
71254 "1432578_at"	6.8	17.6	9.1	17	14.6	21.5
66832 "1432579_at"	22.3	22.2	16.6	18.1	13.8	20
66832 "1432580_at"	3.5	2.5	2	0.8	1.8	1.4
NA "1432581_at"	1.1	0.6	2	0.6	1.1	1
NA "1432582_at"	10	3.4	12.8	15.3	2.6	9.6
NA "1432583_at"	14.3	8.6	17.2	17.9	6.1	6.6
NA "1432584_at"	1.3	1.2	0.4	1.5	1.2	0.3
NA "1432585_at"	2	4.3	1.7	1.9	1.6	2.3
NA "1432586_at"	1.2	4.9	5.8	9.2	0.4	1.2
NA "1432587_at"	5	4.9	1	8	9.5	3.1
NA "1432588_at"	0.7	4.5	5.5	1.5	6.5	0.5
NA "1432589_at"	78.8	16.5	29.7	48.3	25.7	34.6
NA "1432590_at"	9.4	1.7	12.2	10.1	7.7	2.4
18491 "1432591_at"	121.2	153.1	196	167.2	186.8	134.6
18491 "1432592_at"	5.2	2.4	15.2	7	6.8	4.9
72320 "1432593_at"	47.3	35.2	37.3	17.5	33	25
NA "1432594_at"	2.4	4.3	13	15.2	0.7	1.7
NA "1432595_at"	0.8	1.1	0.5	0.4	1.9	0.5
NA "1432596_at"	0.5	9.3	2.8	14.2	6.4	1.9
NA "1432597_at"	6.3	2.8	6.1	9.6	2.2	1.9
23885 "1432598_at"	1.8	1.3	5.9	0.6	0.4	1.2
NA "1432599_at"	20.3	19.8	25.3	15.9	16.2	12.7
NA "1432600_at"	9.6	11.9	15	8.2	7.5	5.2
69188 "1432601_at"	19	6.6	13.4	12.5	11	14.9
NA "1432602_at"	12.4	16.8	20.2	21.9	19.2	16.9
268903 "1432603_at"	14.8	18.2	11.9	17.5	24.9	14
19650 "1432604_at"	3.8	6.7	1.7	5.8	8.4	0.7
NA "1432605_at"	5.4	0.7	1.8	1.4	0.5	4.2
NA "1432606_at"	2.3	1.3	10.4	11.6	4.8	0.7
NA "1432607_at"	3.2	1.7	2.1	1	4.4	1.7
18115 "1432608_at"	12	7.1	10.7	12.6	11	4.8
NA "1432609_at"	0.6	1.6	1.3	1	0.6	0.7
NA "1432610_at"	4	1.6	2.2	2.3	7	0.9
NA "1432611_at"	1.7	1.9	11.4	3.4	12.9	1.5
NA "1432612_at"	9.8	2.2	7.4	1.2	1.9	1.1
78004 "1432613_at"	6.7	1.4	12.3	3.3	3.6	1.8
207615 "1432614_at"	8.6	1.4	9.1	10.2	6.7	3.6
207615 "1432615_at"	15.7	11.1	13.9	22.4	6.9	6.3
NA "1432616_at"	0.4	0.3	2.2	16.5	12.5	2.3
NA "1432617_at"	3.1	6.7	8.6	2.8	2.6	4.2
NA "1432618_at"	2.8	5.4	0.5	2.1	19.4	0.9
NA "1432619_at"	2.8	0.4	8	4.5	2.2	0.9
NA "1432620_at"	6.8	3.2	2	4.6	12.2	3.3
NA "1432621_at"	1	7.7	2.6	0.3	0.4	0.4
NA "1432622_a_at"	13.9	22.3	16.3	17	14.3	20.6
338359 "1432623_at"	44.4	45.2	57.8	90.8	34.2	75.7
NA "1432624_at"	9.8	0.9	1.7	9.7	6	12.9
NA "1432625_at"	7.5	14.6	11.1	1.6	4	6.9
NA "1432626_at"	25.7	24.8	37	30.4	21.2	11.8
NA "1432627_at"	11.6	5.4	7.5	6.4	4.1	13.3
12417 "1432628_at"	19.2	27.5	28.3	33.4	26	18
NA "1432629_at"	1.6	1.8	1.5	2.5	0.6	0.4
21951 "1432630_at"	25.2	6.8	20.5	28.3	4	8.8
73137 "1432631_at"	17.5	6.7	25.7	10.5	8.7	9.7
NA "1432632_at"	8	2.7	3.2	2.6	6.6	12.5
NA "1432633_at"	2.8	4	9.9	1.5	6.1	3
NA "1432634_at"	3.7	1.7	11.9	5.1	3.1	3.3
69276 "1432635_a_at"	41	24.4	27.5	33.9	23.4	36.5
NA "1432636_at"	12.4	14.7	13.3	1.5	13.4	19.1
NA "1432637_at"	15.4	10.2	2.5	3	2.5	13.9
70369 "1432638_at"	3.1	8.6	14.3	17.3	15.7	2.7
NA "1432639_at"	4.1	7.8	7.5	8.4	6.9	9.9
NA "1432640_at"	4.3	1	1.1	1.4	1.8	0.9
NA "1432641_at"	7	1.9	3.9	12.8	6.1	1.4
NA "1432642_at"	2	0.1	0.1	0.3	0.2	1.4
NA "1432643_at"	6	0.6	3.2	0.3	2.9	0.2
NA "1432644_at"	0.6	1.3	4.9	0.8	2.5	0.5
NA "1432645_at"	1.2	7	4	2.8	1.7	0.8
347740 "1432646_a_at"	225.4	138.8	219.8	210.8	157.6	147.9
13649 "1432647_at"	14	18.3	20.8	11.6	24	13
NA "1432648_at"	12.9	4.5	9.2	5.4	8.8	1.2
NA "1432649_at"	0.4	0.4	1.1	0.9	1.1	1
NA "1432650_at"	5.5	10.1	17.2	7.9	16.7	13.8
NA "1432651_at"	18.7	32.9	36.7	35.4	27.5	33.8
NA "1432652_at"	1	0.8	0.5	1.7	2	1.5
NA "1432653_at"	6.3	0.8	7.3	9.2	9.5	0.4
NA "1432654_at"	6.7	1.4	9.2	12.3	8.8	3.8
NA "1432655_at"	0.9	6.7	2.3	8.6	5.6	2.2
NA "1432656_at"	1.9	2.1	1.2	0.6	1.7	3.4
280667 "1432657_at"	16.5	0.3	12.1	2.7	2.6	9.5
NA "1432658_at"	2.1	2.7	1.1	0.1	4.2	0.4
NA "1432659_at"	7.3	2.2	0.7	5.2	2.9	5.1
NA "1432660_at"	10.5	2.1	14.1	13.5	6	16.4
NA "1432661_at"	2.1	0.3	2.4	3.9	1.9	4
NA "1432662_at"	0.8	4.6	2	3.8	1.8	12.3
NA "1432663_at"	1.8	2	1.1	1.3	1.6	1.2
NA "1432664_at"	4.4	0.9	1.2	6.6	8.9	2.4
NA "1432665_at"	6.1	4	1.2	1.5	9.1	7.8
NA "1432666_at"	1.4	0.8	4.5	0.9	1.9	1.1
NA "1432667_at"	16.9	7.3	7.5	12.2	10.2	8.7
NA "1432668_at"	18.5	6.2	6	8.5	10.6	1
NA "1432669_at"	13	11.2	13.7	8.9	8.7	10.4
NA "1432670_at"	3.5	0.4	3.4	0.6	2.6	0.5
NA "1432671_at"	4.3	10.5	11	1.5	1.9	8.4
NA "1432672_at"	3.4	10.6	18.3	20.6	12	6.3
NA "1432673_at"	14.9	5.1	7.4	19.7	15.4	8.3
NA "1432674_at"	0.4	0.4	1	0.4	0.7	0.5
100019 "1432675_at"	11.4	11.1	21.5	9.2	12.2	3.7
NA "1432676_at"	24.4	10.5	17.9	24.6	8.3	12.8
NA "1432677_at"	1.4	1.5	0.9	2.2	1	1.9
16410 "1432678_at"	3.7	2.8	1.4	7.4	3.8	6.1
16410 "1432679_at"	12.6	6.2	14	10.7	2	7.7
NA "1432680_at"	18.4	0.5	4.4	2.1	0.8	1.3
NA "1432681_at"	2.9	8.3	2.7	3	1.4	1.3
NA "1432682_at"	5.7	1.4	6.2	0.8	0.2	6.7
NA "1432683_at"	21.3	13.5	20.1	24.8	14.5	23.7
NA "1432684_at"	3.7	4.1	1.7	1.8	1.3	1
270096 "1432685_at"	6.8	6.2	10.3	0.3	7.3	3.6
NA "1432686_at"	1.7	5.3	17.1	11.2	9.6	7.9
NA "1432687_at"	9.4	3.8	4.2	8.2	5.9	1.5
NA "1432688_at"	2.7	7.5	2.2	4.7	3.3	8.8
NA "1432689_at"	1.1	7.6	10.7	3	11.4	1.7
NA "1432690_at"	6.2	7.7	7	16.2	12.6	6.7
NA "1432691_at"	8.7	1.9	1.1	5.1	4.2	2.3
NA "1432692_at"	20.8	10.1	8.7	1.8	6.3	10.1
NA "1432693_at"	18.2	12	14.4	18.6	8.6	8.3
NA "1432694_at"	4.6	9	9	11.4	5.3	11.3
NA "1432695_at"	4.5	7.7	1	5	1.1	4
NA "1432696_at"	4.4	4.8	12.8	11.2	2.2	7.1
NA "1432697_at"	1.6	0.6	1.1	0.5	0.8	8.4
NA "1432698_at"	6.9	3.5	8.3	9.6	3	4.3
NA "1432699_at"	16.6	14.4	1.3	10.4	18.4	9.6
NA "1432700_at"	11.1	0.6	1	0.5	6.2	0.5
NA "1432701_at"	8	12.3	17.6	7	15	9.9
NA "1432702_at"	2.8	7.5	5.5	24.1	7.9	17.4
NA "1432703_at"	0.6	1.9	1.6	0.7	0.8	8.4
NA "1432704_at"	14.6	4.1	6.3	9	12.3	17.2
NA "1432705_at"	1.2	0.7	1.9	2	2.3	0.4
NA "1432706_at"	6.8	10.6	3.2	2.1	9	3.4
236539 "1432707_at"	5.1	6.3	6.6	3.9	6.2	9.3
NA "1432708_at"	4	29.8	29.1	4.8	24.7	21.7
NA "1432709_at"	2.1	0.9	3.9	7.3	0.8	1.2
NA "1432710_at"	5.6	8.3	9.1	6.2	5.3	8
NA "1432711_at"	13	4.2	9.4	13.6	6.7	9.8
NA "1432712_at"	21.8	15.3	27.5	20.1	22	21.5
NA "1432713_at"	6.3	6.1	9.1	17.3	0.8	0.9
NA "1432714_at"	0.9	0.6	2	4.1	1	5.6
16979 "1432715_at"	8.7	1.7	0.6	1.1	11.1	0.9
16979 "1432716_at"	5.1	8	5.8	5.1	3.4	7.7
NA "1432717_at"	2.1	1.7	3.5	9	1.5	1.8
NA "1432718_at"	8.3	7.8	8.5	10.3	12.4	10.8
NA "1432719_at"	59.5	27.6	62.7	57.2	42.5	35.1
NA "1432720_at"	0.6	3	1	2.5	0.9	0.3
NA "1432721_at"	1.6	0.8	0.3	0.7	0.7	1.5
NA "1432722_at"	7.1	7	7.1	13.7	3.4	1.2
NA "1432723_at"	5	0.7	3.6	0.8	1.3	5
NA "1432724_at"	0.4	0.7	8.2	11.7	4.5	0.4
NA "1432725_at"	8.1	0.2	8.9	5	7.6	0.8
69077 "1432726_at"	1.7	3.8	0.7	1.7	5.4	1
69077 "1432727_at"	4.7	6.9	11.5	3.6	3.4	10.1
NA "1432728_at"	14.4	17	16.7	2.2	11.3	2
NA "1432729_at"	0.5	0.8	4.4	8.7	2.3	0.4
NA "1432730_at"	8.6	13.8	17.9	17.4	15.6	5.7
NA "1432731_at"	4.9	16.6	8.1	13.6	16.1	8.8
NA "1432732_at"	26.7	22.2	12.2	16.1	12.1	13.4
NA "1432733_at"	13.4	4.8	14	5.7	0.9	0.8
NA "1432734_at"	7.7	6.4	5.9	11.9	9.8	6
NA "1432735_at"	14.4	15.9	12.7	3.2	24	11.8
NA "1432736_at"	13.4	11.6	7.6	16.3	6.4	10.2
72655 "1432737_at"	3.2	0.7	9.1	3.8	14.1	1.7
72655 "1432738_at"	15.2	22.3	17.5	9.7	15.6	11
NA "1432739_at"	6	2.3	2.3	0.6	0.5	0.3
NA "1432740_at"	7.9	0.7	6.6	4.6	2.1	0.7
NA "1432741_at"	0.7	0.4	0.3	0.4	0.6	0.3
NA "1432742_at"	5.5	1.5	1.6	4	10.8	0.7
NA "1432743_at"	9.8	5.3	8.8	9.7	6.7	12.2
NA "1432744_at"	0.8	15.3	0.9	4	3.4	0.5
NA "1432745_at"	1.2	0.3	4.8	0.5	3.4	1.3
NA "1432746_at"	9.8	7.1	10.9	12.6	5.1	5.4
NA "1432747_at"	14.3	15.2	19.5	18.6	18.1	8.6
NA "1432748_at"	17.3	10.9	8.8	8.3	1.6	11.4
NA "1432749_at"	5.7	2.4	2.1	15.8	2.9	3
245595 "1432750_at"	227.6	213	227.6	242.6	220.4	262.8
NA "1432751_at"	1.6	0.7	1.2	0.6	1.3	6.3
NA "1432752_at"	13.9	13.9	2.2	1.8	10.7	0.8
NA "1432753_at"	1.9	6.3	11.9	1.2	6.7	6.1
NA "1432754_at"	8.1	1.7	1	13.1	1.7	9.2
NA "1432755_at"	9.3	1.2	14.9	3.6	12.7	7.4
NA "1432756_at"	6.6	6.4	0.9	11.8	12.4	13.1
NA "1432757_at"	91.3	69.3	91.7	107.6	78.4	36.7
NA "1432758_at"	2.9	3.6	13.7	2.6	7.5	11.3
NA "1432759_at"	7.5	6.7	10.2	10.7	7.4	3.6
226562 "1432760_at"	0.7	10.8	2.4	12.8	2.5	6.3
NA "1432761_at"	8.1	1.3	6.8	5.6	10.9	9.3
NA "1432762_at"	6.5	5	1.3	8.4	5.9	16.7
65116 "1432763_at"	5.2	0.6	2.7	1.6	14.2	4.7
NA "1432764_at"	0.6	1.3	1.6	1.6	1.3	1.4
NA "1432765_at"	5.1	0.3	0.5	4.2	5.3	0.3
NA "1432766_at"	1.2	0.3	1.2	12	1.5	7.3
NA "1432767_at"	1.7	1.3	2.4	7.4	6.2	12.3
NA "1432768_at"	3.8	1.1	0.9	0.6	1.4	3.7
100434 "1432769_at"	5.4	1.2	11.6	4.9	8.2	1.3
NA "1432770_at"	7.2	2.4	8.1	5.5	0.3	11.5
105243 "1432771_at"	2.6	16.6	1.9	12.1	11.7	15.3
NA "1432772_at"	12.5	2	9.4	5.6	13.3	1
NA "1432773_at"	6.7	1.1	1.8	8.4	3.4	5.1
NA "1432774_at"	1.6	0.8	1	0.8	2	1.3
NA "1432775_at"	6	5.9	9.2	4.6	1.1	4.9
NA "1432776_at"	13.5	17.3	13.1	1.9	12.2	1
NA "1432777_at"	0.3	0.6	0.2	0.2	0.5	0.6
NA "1432778_at"	1.3	0.6	0.5	0.5	1.2	0.7
NA "1432779_at"	3.6	1.1	2.7	1.4	1.9	3.9
NA "1432780_at"	3	1.2	1.4	0.7	2.6	4.2
380614 "1432781_at"	3.2	10.4	15.6	18.5	20.3	16.5
NA "1432782_at"	19.5	4.8	2.5	1.5	22	9.3
78044 "1432783_at"	18.6	28.6	23.1	6.1	2.4	1.8
78044 "1432784_at"	1.6	0.8	0.7	1.2	3.4	2.7
NA "1432785_at"	1.3	1.1	7.1	1.3	1.4	10.6
NA "1432786_at"	18.1	7.9	8.8	13.6	9.3	12.8
NA "1432787_at"	49.5	63.1	60.8	79	36.6	21
NA "1432788_at"	2	13.2	8.4	10.7	20.9	13.4
NA "1432789_at"	9.6	1.5	2	2.4	3.3	1.8
NA "1432790_at"	0.5	11.3	7.5	13.1	7.8	4.3
NA "1432791_at"	10.3	3.2	4	3.6	7.7	4
73823 "1432792_at"	4.7	6.9	8.1	3.5	1.2	0.6
73823 "1432793_at"	12.2	1.3	6.1	6.9	5.5	6.6
NA "1432794_at"	0.6	6.9	0.8	1.6	1.4	1.1
NA "1432795_at"	13.7	8.8	4.8	6.4	13.4	9.4
NA "1432796_at"	0.5	6.4	0.3	0.4	0.4	6.7
NA "1432797_at"	3.9	1.6	9.7	3.6	11.6	3.4
107723 "1432798_at"	0.6	2.3	0.6	5.8	2	6.7
NA "1432799_at"	0.5	8.4	6.4	2.4	3.9	4.3
NA "1432800_at"	13.5	2	11.8	11.6	0.5	13.7
NA "1432801_at"	20.5	22	15.3	18.8	18.6	16.3
NA "1432802_at"	7.5	9.2	7.1	7	3.4	0.5
NA "1432803_at"	5.6	4	4.5	5.1	0.3	6.6
NA "1432804_at"	5.8	0.5	9.8	0.5	1.5	0.7
NA "1432805_at"	3.1	2.1	2.3	2.4	3.9	2
NA "1432806_at"	14.2	1	17.9	10.6	6.8	11.9
NA "1432807_at"	12.8	10.8	15.7	12.7	5.5	8.9
NA "1432808_at"	6.2	8.8	16.2	4.5	9.8	0.7
NA "1432809_at"	3.5	0.7	4.9	4.1	0.9	0.2
75516 "1432810_at"	13	2.2	6.4	2.1	10.7	5.6
NA "1432811_at"	2.3	4.4	5.6	8.1	3.3	13.3
NA "1432812_at"	0.6	1.4	0.6	1	0.4	0.3
NA "1432813_at"	25.4	22.4	25.8	17.7	26.2	22.7
NA "1432814_at"	1.9	6.9	0.8	4	5.5	6.7
NA "1432815_at"	0.8	0.6	0.6	0.6	0.4	6.1
NA "1432816_s_at"	3.2	8	11.3	8.3	8.4	4.7
NA "1432817_x_at"	16	0.9	3.2	2.5	2.1	3
73137 "1432818_at"	1.1	0.4	0.3	0.5	0.7	2.8
73137 "1432819_at"	21.6	0.5	4.2	8.2	4.5	14.5
17463 "1432820_at"	37.7	31.8	46.8	35.4	32.6	35.1
73181 "1432821_at"	2.1	4.2	2.5	2.1	2.7	0.8
NA "1432822_at"	9.2	2.4	18.3	14.5	17.5	19.6
17306 "1432823_at"	1.7	2.2	5.3	0.9	4.7	0.6
NA "1432824_at"	13.1	4.1	13.1	4.7	9.2	4.7
NA "1432825_at"	77.5	45.2	61.7	97.2	109.7	76.1
12519 "1432826_a_at"	1.5	4.1	1	6.4	1.2	6
NA "1432827_x_at"	3791.1	4452.4	3802.9	6130.5	5662.6	6044
NA "1432828_at"	13.1	39.2	43.9	42.6	61.7	50.5
